AADAR
ANDRII
ANDRIJ
ANDRIJA
ANDRIY
ANDRO
ANDRZEJ
ANESTIS
ANGELO
ANH DUC
ANIS
ANSELM
ANSON
ANTAL
ANTHONY
ANTOINE
ANTON
ANTONI
ANTONIN
ANTONÍN
ANTONINO
ANTONIO
ANTÓNIO
ANTONIOS
ANTONIS
ANTONY
APOSTOLOS
ARAM
ARAMIS
ARAN
ARBEN
ARBËR
ARBI
ARČI
ARDIAN
AREN
ARCHIE
ARCHIL
ARCHIMEDES
ARIE
ARIEN
ARIF
ARIJAN
ARIK
ARINDAM
ARION
ARIS
ARISTIDIS
ARISTOTELIS
ARKADIJ
ARKADIUSZ
ARMAN
ARMAND
ARMANDO
ARMEN
ARMEND
ARMÍN
ARNALDO-CESARE
ARNE
ARNES
ARNO
ARNOLD
ARNOŠT
ARNULF
ARNY
ARON
ÁRON
ARPAD
ARPÁD
ÁRPÁD
ARRAN
ARRIAN
ARRON
ARROW
ARSAN
ARSEN
ARSENIJ
ARSENY
ARSIM
ARTAK
ARTAN
ARTASHES
ARTEM
ARTĚM
ARTEMIJ
ARTHUR
ARTHUR-RICHARD
ARTIOM
ARTJOM
ARŤOM
ARTUK
ARTUR
ARTUŠ
ARTYOM
ARVID
ARVIND
ARVO
ARYAN
ASAD
ASAF
ASEN
ASHOT
ASLAN
ASSAF
ASTERIX
AŠOT
ATANAS
ATANASIOS
ATANASIS
ATHANAS
ATHANASIOS
ATIF-RAZA
ATILA
ATLAN
ATLAS
ATREJ
ATREY
ATTILA
ATTILIO
ATUM
AUGUST
AUGUSTIN
AUGUSTÍN
AUGUSTO
AUGUSTÝN
AUM
AURANGZEB
AUREL
AURELIAN
AURELIÁN
AURELIEN
AURELIO
AURO
AUSTIN
AVIDAN
AVIEL
AVIEN
AVIGDOR
AVIN
AVNER
AVYAAN
AXIEL
AVYAN
AYAN
AYAS
AYAZ
AYDEN
AYOUB
AYUB
AZAT
AZIZ
AZMI
AZRAEL
BACH
BAJSANGUR
BALAM
BALDR
BALRAM
BALRÁM
BALTAZAR
BANA
BAO NAM
BARABÁŠ
BARRY
BARAK
BARBAROS
BARNABÁŠ
BART
BARTŁOMIEJ
BARTOLOMEJ
BARTOLOMĚJ
BARTOLOMEU
BARUCH
BASHAR
BASIL
BASSAM
BASTIAN
BASTIEN
BATU
BAYU
BEDRICH
BEDŘICH
BEKIM
BEKIR
BÉLA
BELO
BELLO
BEN
BENEDICT
BENEDIKT
BENEŠ
BENET
BENIAMIN
BENITO
BENJAMIN
BENJAMÍN
BENJAMIN-JAN
BENNET
BENNETT
BEREN
BERG
BENNO
BENO
BENOÎT-JOSEPH
BENYAMIN
BERNARD
BERNARDO
BERND
BERND-JAN
BERNHARD
BERRY
BERT
BERTHOLD
BERTOLD
BERTRAM
BESIM
BEVAN
BHÁSKARA
BILAL
BILGUUN
BILL
BINIYAM
BIRK
BISHNU
BINYAMIN
BIVOJ
BJORN
BJÖRN
BLAHOMIL
BLAHOMÍR
BLAHOSLAV
BLAISE
BLAŽEJ
BOAZ
BOB
BOBAN
BOBEŠ
BODHI
BOGAÇ
BOGDAN
BOGUSŁAW
BOHDAN
BOHOUŠ
BOHUMIL
BOHUMÍL
BOHUMÍR
BOHUSLAV
BOHUŠ
BOJISLAV
BOLEK
BOLESLAV
BOLESŁAW
BONIFÁC
BONO
BOREK
BORIS
BORISLAV
BORJA
BORNA
BORYS
BOŘEK
BOŘÍK
BOŘISLAV
BOŘIVOJ
BOURAK
BOŽEJ
BOŽEK
BOŽETĚCH
BOŽIDAR
BOŽÍK
BOŽISLAV
BRADLEY
BRADY
BRAE
BRAEN
BRAHIM
BRAIEN
BRANDON
BRANISLAV
BRANKO
BRAYDEN
BRAYEN
BRIAN
BRONĚK
BRONISLAV
BRONISŁAW
BRUCE
BRUNO
BRYAN
BŘENĚK
BŘETISLAV
BUBBA
BUJTUR
BUL
BYSTRÍK
CADEN
CAILEAN
CAIRO
CALVIN
CAMILO
CANO
CAREEM
CAREL
CARL
CARLO
CARLOS
CARMINE
CARTER
CASIANO
CASPIAN
ĆAZIM
CEDRIC
CÉDRIC
CEDRIK
CELESTIN
CELESTÝN
CEVIN
CID
CILLIAN
CLARK
CLAUDIO
CLELAND
CLOVIS
COCHISE
COLIN
COLLIN
COLSTON
COLTON
CONAN
CONG THANH
CONNOR
CONOR
CONSTANTIN
COREY
CORNELL
CORRADO
COVINUS
CORWIN
CRISTIAN
CRISTIÁN
CRISTIANO
CRISTOPHER
CSABA
CTIBOR
CTIMÍR
CTIRAD
CTISLAV
CUONG
CVETAN
CVETKO
CY
CYPRIAN
CYPRIÁN
CYRIL
CYRILL
CZESLAW
CZESŁAW
ČENĚK
ČESLAV
ČESTMÍR
DAE
DAG
DAGOBERT
DACHI
DAIMOND
DAKSH
DALIBOR
DALIMIL
DALIMÍR
DAMARI
DAMIÁN
DAMIANO
DAMIEN
DAMIJAN
DAMIR
DAMÍR
DAMJAN
DAMON
DAMYR
DANČO
DANE
DANEŠ
DANI
DANIAL
DANICK
DANIËL
DÁNIEL
DANIELE
DANIIL
DANIJEL
DANIL
DANILO
DANIS
DANKO
DANNIEL
DANTE
DANYLO
DAO
DAREK
DAREN
DARIJAN
DARIO
DARÍO
DARIS
DARISLAV
DARIUS
DÁRIUS
DARIUSZ
DARJAN
DARKO
DARKON
DARREN
DARSEN
DARYAN
DAT
DAVE
DÁVID
DAVI
DAVIT
DAVOR
DAVUT
DAWID
DEE
DEJAN
DEMETR
DEMIAN
DEMIR
DENG
DENI
DENIEL
DENIS
DĚNIS
DENNIS
DEREK
DERIAN
DERICK
DERIK
DERRICK
DESIDER
DESIDERIUS
DETLEF
DĚTMAR
DĚTŘICH
DEV
DEVALA
DEVAN
DEVERELL
DEVID
DEVON
DEXTER
DEZIDER
DEZIDÉR
DHANANJAYA
DHARMAN
DIEGO
DIETER
DIETMAR
DIGBY
DIJON
DILLAN
DIMAŠ
DIMITAR
DIMITR
DIMITRI
DIMITRIJ
DIMITRIJE
DIMITRIOS
DIMITRIS
DIMO
DINO
DIO
DION
DIONIS
DIONÝZ
DIRK
DITMAR
DIVIŠ
DJORDJE
DMITRI
DMITRIJ
DMITRIY
DMITRY
DMYTRIJ
DMYTRO
DOBROMIL
DOBROMYSL
DOBROMÍR
DOBROSLAV
DOČO
DOMENICO
DOMINIC
DOMINICK
DOMINIK
DOMINÍK
DONALD
DONE
DONOVAN
DOR
DORIÁN
DORŽO
DOTAN
DRAGAN
DRAGOSLAV
DRAGUTIN
DRAHOMIL
DRAHOMÍR
DRAHOŇ
DRAHOSLAV
DRAHOŠ
DRAHOTÍN
DRAKPA
DRAVEN
DROR
DU
DUA
DUC DUY
DUC MANH
DULGUUN
DUMITRU
DUPRINCE
DUSTIN
DUŠAN
DUŠKO
DZIANIS
DZIYANA
EAMONN
EBERHARD
EBU
ECTOR
ED
EDARD
EDDIE
EDGAR
EDGARD
EDIN
EDIS
EDMON
EDMOND
EDMUND
EDOARDO
EDON
EDOUARD
EDRIK
EDUARD
EDUÁRD
EDUARDO
EDVARD
EDVIN
EDVÍN
EDWARD
EDWIN
EETU
EFOSA
EFRAIM
EFRAJIM
EFREN
EGON
EGOR
EHUD
EILON
EINAR
EITAN
EIVAR
EKI
EL
ELAD
ELANG
ELDAR
ELEMÉR
ELEMÍR
ELIAKIM
ELIAM
ELIÁN
ELÍAS
ELIASHI
ELIASZ
ELIÁŠ
ELIEZER
ELICHAJ
ELIJAH
ELIJÁŠ
ELIM
ELIO
ELION
ELIOT
ELIYAH
ELJAŠIV
ELLIAS
ELLING
ELM
ELMAR
ELON
ELOY
ELVIN
ELVIR
ELVIS
ELYAS
ELYES
EMAD
EMAN
EMANUEL
EMERICH
EMIL
EMILIAN
EMILIÁN
EMILIANO
ÉMILIEN
EMILIO
EMÍLIO
EMIN
EMIR
EMIRU
EMMANUEL
EMMET
EMMETT
ENDER
ENES
ENGELBERT
ENIYAN
ENKI
ENOCK
ENOCH
ENRICO
ENRIKO
ENRIQUE
ENVER
ENZO
EPAFRAS
ERAGON
ERAN
ERAZIM
EREKLE
EREN
EREZ
ERGUN
ERHARD
ERHART
ERIC
ERICK
ERICH
ERIK
ERKAN
ERKKI
ERLIN
ERMIS
ERNEST
ERNESTO
ERNST
EROL
EROS
ERVIN
ERVÍN
ERWIN
ERYK
ESKIL
ESLAM
ESTEBAN
ETHAN
ETIEN
ETIENNE
ÉTIENNE
ETIOSA
EUGEN
EUGENIO
EUGENIU
EUGENIUSZ
EUSTACH
EVALD
EVANGELOS
EVGENIJ
EVGENIY
EVGENY
EVYATAR
EVŽEN
EWALD
EYAD
EYAL
EYAZ
EYMEN
EZECHIEL
EZEJI
EZEUDO
EZIO
FABIAN
FABIÁN
FABIANO
FABIEN
FABIO
FABRICIO
FABRIZIO
FADI
FADY
FAISAL
FALLIN
FAOLAN
FARES
FARID
FARIS
FÁRIS
FARUK
FATHI
FATMIR
FAYEZ
FEDERICO
FEDIR
FEDOR
FELICIÁN
FELIPE
FELIX
FÉLIX
FÉNIX
FEODOR
FERDINAND
FERENC
FERHAN
FERIT
FERNANDO
FERZENDE
FILHO
FILIP
FILIPP
FILIPPO
FILIPPOS
FINIST
FINK
FINTAN
FIRAS
FJODOR
FJÖLNIR
FLAVIO
FLO
FLOKI
FLÓKI
FLORENTIN
FLORIAN
FLORIÁN
FOTIS
FRANCESCO
FRANCISC
FRANCISCO
FRANCISZEK
FRANCO
FRANCOIS
FRANÇOIS
FRANK
FRANKIE
FRANKO
FRAŇO
FRANTIŠEK
FRANTÍŠEK
FRANZ
FRED
FREDERIC
FRÉDÉRIC
FREDERICK
FREDERICO
FREDERIK
FREDY
FREIRE
FRENK
FRIDO
FRIDOLIN
FRIDOLÍN
FRIDRICH
FRIEDRICH
FRITZ
FRYDERYK
FUAD
FYODOR
GABAR
GÁBOR
GABRIS
GAD
GAËL
GAGIK
GALEN
GANDO
GARETH
GARIK
GARY
GARYK
GASTON
GAŠPAR
GAŠPER
GAYA
GEDEON
GEJZA
GENADIJ
GENADY
GENNADIJ
GENNARO
GENTIAN
GEOFFREY
GEORG
GEORGE
GEORGES
GEORGI
GEORGIJ
GEORGINO
GEORGIOS
GEORGIS
GEORGY
GERALD
GERARD
GERARDO
GERHARD
GERHART
GERMAN
GEROLD
GEVORG
GÉZA
GHASSAN
GHEORGHE
GIA HUY
GIACOMO
GIAN
GIANCARLO
GIANLUCA
GIANNI
GIDEON
GILAD
GILBERT
GINO
GINTER
GIOELE
GIORA
GIORGI
GIORGIO
GIOVANNI
GISBERT
GIULIAN
GIULIANO
GIULIO
GIUSEPPE
GJERGJ
GJON
GLEB
GLIB
GOČE
GODRIC
GODY
GOJKO
GONZALO
GOR
GORAN
GORAZD
GORDAN
GOTHARD
GOTTFRIED
GRACIAN
GRANIT
GRANT
GREGG
GREGOR
GREGORY
GRIFFIN
GRIGOR
GRIGORI
GRIGORIJ
GRIGORY
GRZEGORZ
GUIDO
GUILHERME
GUILLERMO
GÜNEY
GUNNAR
GÜNTER
GÜNTHER
GÜRALP
GURAM
GUSTAV
GUSTÁV
GUSTAVO
HABIB
HAIM
HAITHAM
HAJK
HAKIM
HAKOB
HALIT
HAMID
HAMISH
HAMZA
HANI
HANNIBAL
HANS
HANUS
HANUŠ
HANY
HAO
HARALD
HAREL
HARIPRASAD
HARIS
HAROLD
HARRISON
HARRY
HARTMUT
HARUHIKO
HASAN
HASSAN
HAŠTAL
HAVEL
HAYK
HECTOR
HECHMI
HEIKO
HEINRICH
HEINZ
HEKTOR
HELIODOR
HELMUT
HELMUTH
HENDRIK
HENNO
HENOCH
HENRI
HENRICH
HENRIK
HENRY
HENRYK
HEORHIY
HERBERT
HERIBERT
HERMAN
HERMANN
HERTWIG
HERWIG
HEŘMAN
HESHAM
HIEN
HIEP
HIEU
HICHAM
HIKARU
HILAR
HILTON
HIROTO
HOLGER
HONZA
HORÁC
HORST
HORYMÍR
HOSTIMIL
HOSTIVÍT
HOUSSAM
HOVHANNES
HRYHORIJ
HUBERT
HUGO
HULAGU
HUMBERTO
HUNAIN
HUNG
HÜSEYIN
HUSSAIN
HUSSAM
HUSSEIN
HUU DAT
HUZAIFA
HVĚZDOSLAV
HWIGYUM
HYNEK
CHAEL
CHAIM
CHARALAMBOS
CHARBEL
CHARILAOS
CHARIS
CHARLES
CHESS
CHIAKI
CHIBUNDU
CHIEN
CHIMA
CHIMEREMEZE
CHINEMEREM
CHIP
CHRISANFIJ
CHRISTIAN
CHRISTIÁN
CHRISTIANO
CHRISTIEN
CHRISTO
CHRISTOFFER
CHRISTOPH
CHRISTOPHE
CHRISTOPHE-THOMAS
CHRISTOPHER
CHRISTOS
CHRUDOŠ
CHRYSILIOS
CHRYSTIAN
CHURCHILL
IAN
IASON
IASONAS
IBRAHIM
IDO
IDRIS
IDRISSA
IFIOK
IGGI
IGGY
IGI
IGNAC
IGNÁC
IGNACIO
IGNÁT
IGOR
IHOR
IKAIA
IKECHUKWU
IKER
IKIAM
ILAN
ILAY
ILBEK
ILIA
ILIAN
ILIAS
ILIR
ILKO
ILLIA
ILLJA
ILYA
ILYAN
ILYAS
IMAD
IMMANUEL
IMRE
IMRICH
INNOCENC
INOCENC
INUK
IOAN
IOANNES
IOANNIS
ION
IONEL
IORI
IOSIF
IRAKLI
IRAM
IRENEJ
IRENEUSZ
IRIJ
IRMUUN
IRVIN
ISAAC
ISHÁQ
ISIDOR
ISMAEL
ISMAIL
ISMOIL
ISRAEL
ISSAM
ISSAY
ISSEY
ISTVÁN
IŠTVAN
ITAI
ITAMAR
ITAY
ITZHAK
IULIAN
IVAN
IVÁN
IVAR
ÍVARR
IVAYLO
IVO
IVOŠ
IZAJÁŠ
IZAK
IZÁK
IZEI
ISIÁŠ
IZIDOR
IZMAEL
JACEK
JACK
JACKSON
JACOBO
JACOPO
JACQUES
JAD
JADEN
JÁCHYM
JAKE
JAKOB
JÁKOB
JAKOV
JAKUB
JALAL
JAMES
JAMESON
JAMIL
JAMSHID
JÁN
JAN-DAVID
JAN-EDUARD
JAN-JAKUB
JANEK
JAN-IGOR
JANIK
JANIS
JANISLAV
JANKO
JANNIK
JANNIS
JANNYS
JANO
JÁNOS
JANOŠ
JANUSZ
JANUŠ
JANYS
JAREK
JARGAL
JARI
JARMIL
JARO
JAROLÍM
JAROMIL
JAROMIR
JAROMÍR
JAROSLAV
JAROŠ
JAROVÍT
JASAN
JASEN
JASMINDER
JASON
JASOŇ
JÁSON
JASPER
JAVI
JAVIER
JAYDEN
JEFIM
JEFFREY
JEGOR
JECHEZKEL
JEN
JENS
JENSEN
JEREMI
JEREMIÁŠ
JEREMY
JERGUŠ
JEROME
JERONYM
JERONÝM
JERUSALÉN
JERZY
JESHUA
JESCHUA
JESUS
JEŠUA
JEŠÚA
JÉŠUA
JEVGENIJ
JEVHEN
JEVHENIJ
JIDENNA
JIFTACH
JILJÍ
JIM
JIMI
JIMMY
JINDŘICH
JIŘÍ
JIŘÍK
JIYONG
JOACHIM
JOAKIM
JOANNIS
JOAO
JOASH
JÓAŠ
JOEL
JOËL
JÓEL
JOEY
JOHANN
JOHANNES
JOHN
JOHNATHAN
JOJI
JOKUM
JOLAN
JONAH
JONÁŠ
JONATAN
JONATÁN
JONATHAN
JOPPE
JORDÁN
JORDANIS
JORDI
JÖRG
JORGE
JORGOS
JORIK
JORIS
JOSE
JOSEF
JOSEPH
JOSH
JOSHUA
JOSHUAH
JOSIAS
JOSIP
JOSKA
JOŠT
JOTARO
JOVAN
JOVICA
JOZEF
JÓZEF
JUAN
JUDAH
JUDE
JUG
JÚKI
JULIAN
JULIÁN
JULIANO
JULIJ
JULIJAN
JULIO
JULIUS
JÚLIUS
JURAJ
JURÁŠ
JÜRGEN
JŰRGEN
JURI
JURIJ
JURO
JURU
JUSTÍN
JUSTYN
JUSTÝN
JUSUF
KAAPO
KAEL
KAIDEN
KAIE
KAIO
KAITO
KAJETÁN
KALANI
KALEV
KALKI
KALLEN
KALU
KALMAN
KÁLMÁN
KAMAL
KAMEL
KAMIL
KAMILO
KANENE
KANOA
KAONE
KARAM
KAREEM
KAREN
KARIM
KARÍM
KARL
KARLHEINZ
KARLO
KARLOS
KASSIÁN
KASIM
KASPIAN
KASSIAN
KAŠPAR
KAURI
KAVI
KAYEMBE
KAZ
KAZIMIERZ
KAZIMÍR
KEES
KEIJI
KEMAL
KEN
KENAN
KENNETH
KENTO
KENYON
KEP
KEREM
KERIM
KEVIN
KEWIN
KHALED
KHALID
KHALIL
KHAN
KHOA
KHUBAIB
KIAAN
KIAN
KIEN
KILIAN
KILIÁN
KILIEN
KILLIEN
KIMATHI
KIN
KIRIL
KIRILL
KIRO
KIZBERT
KLAUDIUS
KLAUS
KLEMENT
KLEO
KLIMENT
KOJI
KOLMAN
KOLOMAN
KONIÁŠ
KONRAD
KONRÁD
KONSTANTIN
KONSTANTINOS
KONSTANTINS
KONŠTANTÍN
KORNEL
KORNELIUS
KOSMAS
KOSMO
KOSTA
KOSTADIN
KOSŤANTYN
KOSTAS
KOSTIANTYN
KOU
KRASIMIR
KRASOŇ
KRASOSLAV
KRIST
KRISTIÁN
KRISTIEN
KRISTIJAN
KRISTOF
KRISTOFER
KRISTOPHER
KRISTYÁN
KRIŠTOF
KRUNOSLAV
KRYSTIAN
KRYSTIÁN
KRYSTOF
KRYŠPÍN
KRYŠTOF
KRZYSZTOF
KŘESOMÍR
KŘESOMYSL
KŘEŠIMÍR
KŘIŠŤAN
KUBA
KURT
KVĚTOMÍR
KVETOSLAV
KVĚTOSLAV
KVĚTOŠ
KVIDO
KVÍDO
KVIRIN
KVIRÍN
KYLIAN
KYLIÁN
KYPRIAN
KYRIAKOS
KYRYLO
LACO
LAD
LADISLAV
LAITH
LAJOS
LAJOŠ
LAMBERT
LARIS
LARS
LARSEN
LÁSZLÓ
LATIMER
LATINO
LAURENT
LAURENTIU
LAVIE
LAVIN
LAZAR
LAZARO
LÁZARO
LAZAROS
LEAN
LEANDER
LEANDRO
LE-ČCHIEN
LEDIAN
LECH
LEIB
LEIF
LEMMY
LENHART
LÉO
LEON
LEÓN
LÉON
LEONARD
LEONARDO
LEONEL
LEONHARD
LEONID
LEONIDAS
LEONTIJ
LEONTIN
LEOPOLD
LEOŠ
LEQIAN
LERI
LEROY
LESLAV
LESOMA
LESZEK
LEŠEK
LETO
LEV
LEVAN
LEVENTE
LEVIN
LEVIS
LEVON
LEWIS
LIAM
LIBOR
LIBOSLAV
LIBOŠ
LINHARD
LINHART
LINUS
LION
LIONEL
LIRIDON
LIVIO
LJUBEN
LJUBOMIR
LJUBOMÍR
LJUBOMYR
LLOYD
LLUC
LOCK
LOGI
LONG
LONGIN
LORÁNT
LÓRÁNT
LORCAN
LORD
LORENC
LORENZ
LORENZO
LOTAR
LOTHAR
LOUIS-THÉODORE
LOVRO
LUAN
LUBISLAV
LUBOMIL
LUBOMIR
LUBOMÍR
ĽUBOMÍR
LUBOR
ĽUBOR
LUBOSLAV
ĽUBOSLAV
LUBOŠ
ĽUBOŠ
LUBUTO
LUCAS
LUCCA
LUCIÁN
LUCIANO
LUCIENE
LUCIUS
LUCJAN
LUDĚK
LUDEVIT
LUDEVÍT
ĽUDEVIT
ĽUDEVÍT
LUDOMÍR
LUDOVIT
LUDOVÍT
ĽUDOVIT
ĽUDOVÍT
LUDVIK
LUDVÍK
LUDWIG
LUI
LUIGI
LUIS
LUKÁČ
LUKAS
ŁUKASZ
LUKÁŠ
LUKE
LUKEN
LUKIJAN
LUKKA
LUKY
LUMÍR
LUNGA
LUTANDA
LUTOBOR
LYAM
LYAN
LYES
LYO
LYON
MACE
MACIEJ
MAGNUS
MAGOMED
MAHDI
MAHMOUD
MAHMUD
MAIK
MAIKEL
MAISUR
MAJED
MAJK
MAJKL
MAKAR
MAKSAR
MAKSIM
MAKSYM
MAKSYMILIAN
MALACHI
MALEK
MALIK
MALTE
MALVIN
MAMDOUH
MANDJOU
MANFRED
MANFRÉD
MANGO
MANH
MANI
MANOL
MANOLIS
MANSUR
MANUEL
MANVEL
MAPALO
MARC
MARCEL
MARCELLO
MARCELO
MARCIANO
MARCIN
MARCOS
MARCUS
MAREK
MARIÁN
MÁRIAN
MARIJAN
MARINO
MARIO
MÁRIO
MARIOS
MARIUS
MARIUSZ
MARJAN
MARK
MARKIJAN
MARKO
MARKOS
MARKUS
MARLON
MARON
MAROŠ
MARPA
MARSEL
MARSIANO
MARTIN
MARTÍN
MARTINO
MARU
MARUAN
MARVEL
MARVIC
MARVIN
MARVIN
MARWAN
MARZ
MASON
MASSA
MASSIMILIANO
MASSIMO
MAT
MATAN
MATEAS
MATEI
MATEJ
MATĚJ
MATEJA
MATEO
MATES
MATEUS
MATEUSZ
MATEUŠ
MATHEO
MATHÉO
MATHEOS
MATHEUS
MATHEW
MATHIAN
MATHIAS
MATHIEU
MATHIS
MATHYAS
MATHYS
MATIA
MATIAS
MATÍAS
MATIÁŠ
MATISSE
MATITYAHU
MATIU
MATOUŠ
MATT
MATTEO
MATTÉO
MATTHEO
MATTHEW
MATTHIAS
MATTHIEU
MATTIAS
MATTY
MATUŠ
MATÚŠ
MATVEJ
MATVĚJ
MATVEY
MATYAS
MÁTYÁS
MATYÁŠ
MAUI
MAURICIO
MAURIZIO
MAURO
MAVERICK
MAXIAN
MAXIÁN
MAXIM
MAXIMILIAN
MAXIMILIÁN
MAXIMILIANO
MAXIMILIEN
MAXIMILLIAN
MAXIMO
MÁXIMO
MAXIMOS
MAXIMUS
MAXMILIAN
MAXMILIÁN
MAXMILLIAN
MAXWELL
MAYO
MAYSON
MAZEN
MEČISLAV
MĚČISLAV
MEDAN
MEDARD
MEHDI
MEIR
MELICHAR
MELVIN
MENELIK
MERARI
MERT
MET
METEHAN
METHOD
METIN
METOD
METODĚJ
MICK
MIECZYSLAW
MIECZYSŁAW
MIGUEL
MIHAI
MIHAIL
MIHAILO
MIHAJLO
MIHALIS
MIHÁLY
MICH
MICHAIL
MICHAŁ
MICHALIS
MICHEÁŠ
MICHEL
MICHELANGELO
MIKAEL
MIKAIL
MIKEL
MIKEŠ
MIKEY
MIKHAIL
MIKIAS
MIKKEL
MIKKO
MIKLÓS
MIKO
MIKOLA
MIKOLAJ
MIKOŁAJ
MIKOLAS
MIKOLÁŠ
MIKULÁŠ
MIKY
MILAD
MILAN
MILÁN
MILANO
MILENKO
MILIČ
MILÍČ
MILIUS
MILIVOJ
MILKO
MILLIAN
MILO
MILOMÍR
MILOŇ
MILORAD
MILOS
MILOSLAV
MILOŠ
MILOUŠ
MILOVAN
MILTON
MINAS
MINDAUGAS
MINH ANH
MINH DUC
MINHO
MIODRAG
MIRAN
MIRCO
MIREK
MIRKO
MIRLIND
MIRON
MIROSLAV
MIROSŁAW
MIROŠ
MIRSAD
MISHAEL
MIŠA
MIŠAEL
MIŠEL
MÍŤA
MITAR
MITKO
MLADEN
MNISLAV
MOHAB
MOHAMAD
MOHAMED
MOHAMMAD
MOHAMMED
MOHEB
MOJMÍR
MOON
MORAN
MORDECHAJ
MORIS
MORITZ
MORRIS
MORRISON
MORTIMER
MOŘIC
MOSHE
MOURAD
MOUSSA
MOUSTAFA
MOWGLI
MSTISLAV
MUHAMMAD
MUHAMMAD-ALI
MUHAMMED
MUCHTAR
MUKHAMMED
MUNIR
MUNIR
MURAD
MURAT
MURFY
MUSTAFA
MUSTAPHA
MYCHAJLO
MYKOLA
MYKOLAJ
MYKYTA
MYLAN
MYRON
MYROSLAV
NAASIM
NABIL
NACER
NADAV
NADER
NADIM
NAEL
NACHMAN
NAIL
NAIM
NAJM
NALIYPULWE
NAM
NAMAN
NAMORY
NANYA
NAOTO
NAREK
NAS
NASSIM
NASER
NASREDDIN
NATAN
NÁTAN
NATANIEL
NATANIELL
NATHANAEL
NATHANYEL
NATHEN
NAVE
NAYDAN
NAZAR
NAZARIJ
NAZARIY
NEBOJSA
NEBOJŠA
NEDŽAD
NĚHOSLAV
NEIL
NEKLAN
NELSON
NEMANJA
NENAD
NEON
NEPOMUCENUS
NERIJUS
NERO
NESTOR
NATANEL
NEVEN
NEVIO
NEVO
NEXHAT
NGHIA
NIAM
NIALL
NIAS
NICK
NICKOLAS
NICOLAE
NICOLAI
NICOLÁS
NICOLAU
NICOILLA
NICOLO
NICOLO'
NICOLÓ
NIELS
NICHOLAS
NIK
NIKODEM
NIKODÉM
NIKOLAI
NIKOLAJ
NIKOLAOS
NIKOLAS
NIKOLAUS
NIKOLAY
NIKOLAZ
NIKOS
NILS
NIMAI
NIMROD
NIO
NIR
NITAI
NIV
NIX
NIZAR
NOE
NOÉ
NOELL
NOHR
NOLAN
NORBERT
NORMAN
NORTAN
NOVEL
NUGROHO
NUKA
NURADIL
NURDAULET
NYAN
OBI
OBINNA
OCEAN
ODED
ODIN
ODOLEN
ODON
ODORICO
ODOSA
ODYSSEAS
ODYSSEUS
OFEK
OFER
OGNJEN
OHAD
OHŇAN
OJÍŘ
OKTAVIÁN
OLAF
OLALEKE
OLAOLUWALAFINDARA
OLBRAM
OLDRICH
OLDŘICH
OLEG
